"Az. Agric. GIOL - San Polo in Piave (TV)","https://docs.google.com/file/d/0B5B-cQyaCYbEblEzNjNGdTdVbms"
"Az. Agric. GRADIZZOLO - Monteveglio (BO)","https://docs.google.com/file/d/0B5B-cQyaCYbEbS1YRUFaUEc4TE0"
"IL FARNETO Soc. Agric. - Castellarano (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEX19ja0FnZzkwMzR5VFktWWEzazJBSnd5TGkw"
"IL FARNETO Soc. Agric. - Castellarano (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEX19ja0FnZzkwMzR5VFktWWEzazJBSnd5TGkw"
"Az. Agric. FOLICELLO - Castelfranco Emilia (MO)","https://docs.google.com/file/d/0B5B-cQyaCYbEZ2JZeTNNVURLRlU"
"Az. Agric. MAGNANI ADRIANO - Bertinoro (FC)","https://docs.google.com/file/d/0B5B-cQyaCYbERnYyNlZQaTd3NW8"
"Az. Agric. MAGNANI ADRIANO - Bertinoro (FC)","https://docs.google.com/file/d/0B5B-cQyaCYbERnYyNlZQaTd3NW8"
"Az. Agric. GRADIZZOLO - Monteveglio (BO)","https://docs.google.com/file/d/0B5B-cQyaCYbEbS1YRUFaUEc4TE0"
"Az. Agric. GRADIZZOLO - Monteveglio (BO)","https://docs.google.com/file/d/0B5B-cQyaCYbEbS1YRUFaUEc4TE0"
"IL FARNETO Soc. Agric. - Castellarano (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEX19ja0FnZzkwMzR5VFktWWEzazJBSnd5TGkw"
"Az. Agric. CENTANNI - Montefiore dell'Aso (AP)","https://docs.google.com/file/d/0B5B-cQyaCYbEeEN3dWtVcUdIWUE"
"Podere GUADO AL MELO - Bolgheri (LI)","https://docs.google.com/file/d/0B5B-cQyaCYbEVTdMS2JiZmFUWUU"
"Sicilia Vostra - Coop Terramatta, Sicilia","https://docs.google.com/file/d/0B5B-cQyaCYbEcFF2YzVSdkhGa00"
"CASCINA TAVIJN - Scurzolengo (AT)","https://docs.google.com/file/d/0B5B-cQyaCYbEVnF3VmhUWnNSZnM"
"Az. Agric. GRADIZZOLO - Monteveglio (BO)","https://docs.google.com/file/d/0B5B-cQyaCYbEbS1YRUFaUEc4TE0"
"IL FARNETO Soc. Agric. - Castellarano (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEX19ja0FnZzkwMzR5VFktWWEzazJBSnd5TGkw"
"Az. Agric. LA COLLINA - Codemondo (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEUTI3OTR1S2JOLTA"
"Az. Agric. LA COLLINA - Codemondo (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEUTI3OTR1S2JOLTA"
"Az. Agric. PAOLO ROTA (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEeWJJZHBXeW1MSE0"
"Az. Agric. CINQUECAMPI - Puianello (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEVE5pbkhvQ3FpWFk"
"Az. Agric. FOLICELLO - Castelfranco Emilia (MO)","https://docs.google.com/file/d/0B5B-cQyaCYbEZ2JZeTNNVURLRlU"
"Podere GUADO AL MELO - Bolgheri (LI)","https://docs.google.com/file/d/0B5B-cQyaCYbEVTdMS2JiZmFUWUU"
"Tenuta SAN VITO - Montelupo Fiorentino (FI)","https://docs.google.com/file/d/0B5B-cQyaCYbEdmlDb1pIcHphQWs"
"Sicilia Vostra - Coop Terramatta, Sicilia","https://docs.google.com/file/d/0B5B-cQyaCYbEcFF2YzVSdkhGa00"
"Sicilia Vostra - Coop Terramatta, Sicilia","https://docs.google.com/file/d/0B5B-cQyaCYbEcFF2YzVSdkhGa00"
"Az. Agric. LA COLLINA - Codemondo (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEUTI3OTR1S2JOLTA"
"BERA VITTORIO - ASTI ","https://docs.google.com/file/d/0B5B-cQyaCYbEVXYtcHF4RW9RRVk"
"Az. Agric. MAGNANI ADRIANO - Bertinoro (FC)","https://docs.google.com/file/d/0B5B-cQyaCYbERnYyNlZQaTd3NW8"
"Az. Agric. FOLICELLO - Castelfranco Emilia (MO)","https://docs.google.com/file/d/0B5B-cQyaCYbEZ2JZeTNNVURLRlU"
"Az. Agric. LA DISTESA - Cupramontana (AN)","https://docs.google.com/file/d/0B5B-cQyaCYbEeUx4OWhBZ2dHRWM"
"Az. Agric. CENTANNI - Montefiore dell'Aso (AP)","https://docs.google.com/file/d/0B5B-cQyaCYbEeEN3dWtVcUdIWUE"
"Az. Agric. CENTANNI - Montefiore dell'Aso (AP)","https://docs.google.com/file/d/0B5B-cQyaCYbEeEN3dWtVcUdIWUE"
"Az. Agric. CENTANNI - Montefiore dell'Aso (AP)","https://docs.google.com/file/d/0B5B-cQyaCYbEeEN3dWtVcUdIWUE"
"Az. Agric. CENTANNI - Montefiore dell'Aso (AP)","https://docs.google.com/file/d/0B5B-cQyaCYbEeEN3dWtVcUdIWUE"
"Az. Agric. Endrizzi Elio e F.lli S.S. - Mezzocorona (TN)","https://docs.google.com/file/d/0B5B-cQyaCYbEYmRheUFWWGFhQXc"
"Az. Agric. Endrizzi Elio e F.lli S.S. - Mezzocorona (TN)","https://docs.google.com/file/d/0B5B-cQyaCYbEYmRheUFWWGFhQXc"
"Sicilia Vostra - Coop Terramatta, Sicilia","https://docs.google.com/file/d/0B5B-cQyaCYbEcFF2YzVSdkhGa00"
"IL FARNETO Soc. Agric. - Castellarano (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEX19ja0FnZzkwMzR5VFktWWEzazJBSnd5TGkw"
"Az. Agric. MAGNANI ADRIANO - Bertinoro (FC)","https://docs.google.com/file/d/0B5B-cQyaCYbERnYyNlZQaTd3NW8"
"Az. Agric. FOLICELLO - Castelfranco Emilia (MO)","https://docs.google.com/file/d/0B5B-cQyaCYbEZ2JZeTNNVURLRlU"
"Az. Agric. Endrizzi Elio e F.lli S.S. - Mezzocorona (TN)","https://docs.google.com/file/d/0B5B-cQyaCYbEYmRheUFWWGFhQXc"
"Az. Agric. Endrizzi Elio e F.lli S.S. - Mezzocorona (TN)","https://docs.google.com/file/d/0B5B-cQyaCYbEYmRheUFWWGFhQXc"
"Az. Agric. CENTANNI - Montefiore dell'Aso (AP)","https://docs.google.com/file/d/0B5B-cQyaCYbEeEN3dWtVcUdIWUE"
"Az. Agric. CENTANNI - Montefiore dell'Aso (AP)","https://docs.google.com/file/d/0B5B-cQyaCYbEeEN3dWtVcUdIWUE"
"Tenuta SAN VITO - Montelupo Fiorentino (FI)","https://docs.google.com/file/d/0B5B-cQyaCYbEdmlDb1pIcHphQWs"
"Sicilia Vostra, Sicilia","https://docs.google.com/file/d/0B5B-cQyaCYbEcFF2YzVSdkhGa00"
"CASCINA TAVIJN - Scurzolengo (AT)","https://docs.google.com/file/d/0B5B-cQyaCYbEVnF3VmhUWnNSZnM"
"IL FARNETO Soc. Agric. - Castellarano (RE)","https://docs.google.com/file/d/0B5B-cQyaCYbEX19ja0FnZzkwMzR5VFktWWEzazJBSnd5TGkw"
"Sicilia Vostra - Coop Terramatta, Sicilia","https://docs.google.com/file/d/0B5B-cQyaCYbEcFF2YzVSdkhGa00"
"Az. Agric. Endrizzi Elio e F.lli S.S. - Mezzocorona (TN)","https://docs.google.com/file/d/0B5B-cQyaCYbEYmRheUFWWGFhQXc"
"Az. Agric. Endrizzi Elio e F.lli S.S. - Mezzocorona (TN)","https://docs.google.com/file/d/0B5B-cQyaCYbEYmRheUFWWGFhQXc"
